#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	eggNOG OGs	narr_og_name	narr_og_cat	narr_og_desc	best_og_name	best_og_cat	best_og_desc	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
DBPAGJON_00434	411902.CLOBOL_00726	1.1e-94	353.2	COG1284@1|root,COG1284@2|Bacteria,1TR9J@1239|Firmicutes,25CBM@186801|Clostridia,2248F@1506553|Lachnoclostridium	2248F@1506553|Lachnoclostridium	S	Uncharacterized protein conserved in bacteria (DUF2179)	25CBM@186801|Clostridia	S	protein conserved in bacteria (DUF2179)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
DBPAGJON_00435	1163671.JAGI01000002_gene2911	2.6e-181	641.3	COG2508@1|root,COG2508@2|Bacteria,1TTA0@1239|Firmicutes,248HN@186801|Clostridia,36EQB@31979|Clostridiaceae	36EQB@31979|Clostridiaceae	QT	PucR C-terminal helix-turn-helix domain	248HN@186801|Clostridia	QT	Psort location Cytoplasmic, score	cdaR_3	-	-	ko:K02647	-	-	-	-	ko00000,ko03000	-	-	-	HTH_30,HTH_8
DBPAGJON_00436	742740.HMPREF9474_02746	1.4e-92	345.9	COG2884@1|root,COG2884@2|Bacteria,1TP58@1239|Firmicutes,248HW@186801|Clostridia,21Y1B@1506553|Lachnoclostridium	21Y1B@1506553|Lachnoclostridium	D	cell division ATP-binding protein FtsE	248HW@186801|Clostridia	D	cell division ATP-binding protein FtsE	ftsE	-	-	ko:K09812	ko02010,map02010	M00256	-	-	ko00000,ko00001,ko00002,ko02000,ko03036	3.A.1.140	-	-	AAA_16,AAA_17,AAA_21,AAA_33,ABC_tran,Arch_ATPase,DUF87,Herpes_Helicase,MMR_HSR1,RNA_helicase,Zeta_toxin
DBPAGJON_00437	742740.HMPREF9474_02747	4.8e-104	384.4	COG2177@1|root,COG2177@2|Bacteria,1TPND@1239|Firmicutes,24AA6@186801|Clostridia,21XIP@1506553|Lachnoclostridium	21XIP@1506553|Lachnoclostridium	D	Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation	24AA6@186801|Clostridia	D	Part of the ABC transporter FtsEX involved in asymmetric cellular division facilitating the initiation of sporulation	ftsX	-	-	ko:K09811	ko02010,map02010	M00256	-	-	ko00000,ko00001,ko00002,ko02000,ko03036	3.A.1.140	-	-	FtsX
DBPAGJON_00438	457421.CBFG_05704	1.8e-88	333.2	COG4942@1|root,COG4942@2|Bacteria,1TQ5I@1239|Firmicutes,248ZG@186801|Clostridia,267RH@186813|unclassified Clostridiales	267RH@186813|unclassified Clostridiales	D	Peptidase family M23	248ZG@186801|Clostridia	D	Peptidase, M23	-	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	DUF3450,HAUS-augmin3,LRS4,NLPC_P60,Peptidase_M23
DBPAGJON_00439	1163671.JAGI01000002_gene2907	9.6e-117	427.2	COG0793@1|root,COG0793@2|Bacteria,1TPBI@1239|Firmicutes,248HZ@186801|Clostridia,36DGU@31979|Clostridiaceae	36DGU@31979|Clostridiaceae	M	Belongs to the peptidase S41A family	248HZ@186801|Clostridia	M	Belongs to the peptidase S41A family	ctpA	-	3.4.21.102	ko:K03797	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	PDZ,PDZ_2,Peptidase_S41,Tricorn_PDZ
DBPAGJON_00440	748224.HMPREF9436_03253	3.3e-85	321.6	COG1342@1|root,COG1433@1|root,COG1342@2|Bacteria,COG1433@2|Bacteria,1TRMQ@1239|Firmicutes,25E8C@186801|Clostridia,3WHEN@541000|Ruminococcaceae	3WHEN@541000|Ruminococcaceae	S	Protein of unknown function  DUF134	25E8C@186801|Clostridia	O	dinitrogenase iron-molybdenum cofactor	-	-	-	-	-	-	-	-	-	-	-	-	DUF134,FKBP_C,Nitro_FeMo-Co,Sigma70_r4,Sigma70_r4_2
DBPAGJON_00441	1235798.C817_01144	1.2e-92	346.3	COG0396@1|root,COG0396@2|Bacteria,1TQ98@1239|Firmicutes,2489I@186801|Clostridia,27WNJ@189330|Dorea	27WNJ@189330|Dorea	O	ATPases associated with a variety of cellular activities	2489I@186801|Clostridia	O	FeS assembly ATPase SufC	-	-	-	ko:K09013	-	-	-	-	ko00000,ko02000	-	-	-	AAA_21,ABC_tran,MutS_V,SMC_N
DBPAGJON_00442	1235798.C817_01145	4e-130	471.1	COG0719@1|root,COG0719@2|Bacteria,1TQ21@1239|Firmicutes,249IU@186801|Clostridia,27W5C@189330|Dorea	27W5C@189330|Dorea	O	Uncharacterized protein family (UPF0051)	249IU@186801|Clostridia	O	feS assembly protein SufB	-	-	-	-	-	-	-	-	-	-	-	-	UPF0051
DBPAGJON_00443	1304866.K413DRAFT_4188	3.4e-13	82.8	2EW8J@1|root,33PME@2|Bacteria,1VRUM@1239|Firmicutes,24BY1@186801|Clostridia,36QJK@31979|Clostridiaceae	36QJK@31979|Clostridiaceae	-	-	24BY1@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00444	610130.Closa_2454	4.2e-126	457.6	COG0685@1|root,COG0685@2|Bacteria,1TQFE@1239|Firmicutes,247ZK@186801|Clostridia,21XUA@1506553|Lachnoclostridium	21XUA@1506553|Lachnoclostridium	C	Psort location Cytoplasmic, score 8.87	247ZK@186801|Clostridia	E	5,10-methylenetetrahydrofolate reductase	metF	-	1.5.1.20	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523	M00377	R01224,R07168	RC00081	ko00000,ko00001,ko00002,ko01000	-	-	-	MTHFR
DBPAGJON_00445	1298920.KI911353_gene2902	7.8e-64	250.4	COG1410@1|root,COG1410@2|Bacteria,1V7JJ@1239|Firmicutes,24AE1@186801|Clostridia,2204J@1506553|Lachnoclostridium	2204J@1506553|Lachnoclostridium	E	Vitamin B12 dependent methionine synthase activation	24AE1@186801|Clostridia	E	vitamin B12 dependent methionine synthase, activation	metH2	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	Met_synt_B12
DBPAGJON_00446	1298920.KI911353_gene2901	0.0	1127.1	COG0646@1|root,COG1410@1|root,COG0646@2|Bacteria,COG1410@2|Bacteria,1TPYV@1239|Firmicutes,248JB@186801|Clostridia,21YE6@1506553|Lachnoclostridium	21YE6@1506553|Lachnoclostridium	H	B12 binding domain	248JB@186801|Clostridia	E	MeTHIonine synthase	metH	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2,CdhD,MtrH,Pterin_bind,S-methyl_trans
DBPAGJON_00447	1304866.K413DRAFT_2484	2.6e-71	275.8	COG3757@1|root,COG3757@2|Bacteria,1UK1T@1239|Firmicutes,25FHH@186801|Clostridia,36V8W@31979|Clostridiaceae	36V8W@31979|Clostridiaceae	M	Glycosyl hydrolases family 25	25FHH@186801|Clostridia	M	Glycosyl hydrolase family 25	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CW_7,CW_binding_1,ChW,Cpl-7,Glyco_hydro_25,fn3
DBPAGJON_00448	742735.HMPREF9467_00012	8.3e-41	174.1	COG1555@1|root,COG1555@2|Bacteria,1VA3W@1239|Firmicutes,24MQF@186801|Clostridia,22005@1506553|Lachnoclostridium	22005@1506553|Lachnoclostridium	L	Helix-hairpin-helix motif	24MQF@186801|Clostridia	L	TIGRFAM Competence protein ComEA, helix-hairpin-helix	comEA	-	-	ko:K02237	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	DUF655,HHH,HHH_3,HHH_5,HHH_6,PsbU,SLBB,T2SSK
DBPAGJON_00449	742740.HMPREF9474_04537	1.2e-113	416.0	COG0745@1|root,COG0745@2|Bacteria,1TPQG@1239|Firmicutes,248Z4@186801|Clostridia,21YCF@1506553|Lachnoclostridium	21YCF@1506553|Lachnoclostridium	K	response regulator receiver	248Z4@186801|Clostridia	T	response regulator receiver	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
DBPAGJON_00450	1304866.K413DRAFT_5266	4.4e-139	501.5	COG4908@1|root,COG4908@2|Bacteria,1TQXH@1239|Firmicutes,24B2C@186801|Clostridia,36FWR@31979|Clostridiaceae	36FWR@31979|Clostridiaceae	I	Psort location	24B2C@186801|Clostridia	I	Psort location	-	-	-	-	-	-	-	-	-	-	-	-	AATase,Transferase
DBPAGJON_00451	742735.HMPREF9467_00027	5.4e-125	454.1	COG0657@1|root,COG0657@2|Bacteria,1UZ7B@1239|Firmicutes,25B2C@186801|Clostridia,21YYS@1506553|Lachnoclostridium	21YYS@1506553|Lachnoclostridium	I	Steryl acetyl hydrolase	25B2C@186801|Clostridia	I	Psort location Cytoplasmic, score	-	-	3.1.1.83	ko:K14731	ko00903,ko00930,ko01220,map00903,map00930,map01220	-	R03751,R06390,R06391,R06392,R06393	RC00713,RC00983,RC01505	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_3,Abhydrolase_5,DUF2424,Peptidase_S9,Say1_Mug180
DBPAGJON_00452	1304866.K413DRAFT_5264	1.2e-66	259.2	COG1576@1|root,COG1576@2|Bacteria,1V3JM@1239|Firmicutes,24HED@186801|Clostridia,36I0G@31979|Clostridiaceae	36I0G@31979|Clostridiaceae	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	24HED@186801|Clostridia	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	rlmH	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	2.1.1.177	ko:K00783	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SPOUT_MTase
DBPAGJON_00453	411902.CLOBOL_02304	7.1e-21	107.8	2DQRR@1|root,338B2@2|Bacteria,1UKAI@1239|Firmicutes,25FSX@186801|Clostridia,223QF@1506553|Lachnoclostridium	223QF@1506553|Lachnoclostridium	-	-	25FSX@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CW_binding_1
DBPAGJON_00454	1298920.KI911353_gene3747	5.3e-141	507.3	COG3854@1|root,COG3854@2|Bacteria,1TQ23@1239|Firmicutes,248S2@186801|Clostridia,21ZQF@1506553|Lachnoclostridium	21ZQF@1506553|Lachnoclostridium	S	stage III sporulation protein AA	248S2@186801|Clostridia	S	stage III sporulation protein AA	spoIIIAA	-	-	ko:K06390	-	-	-	-	ko00000	-	-	-	AAA,AAA_16,AAA_18,R3H,T2SSE,TrwB_AAD_bind,cobW
DBPAGJON_00455	610130.Closa_3251	5.3e-42	177.6	2CEWW@1|root,32S0Q@2|Bacteria,1VAEG@1239|Firmicutes,24MNF@186801|Clostridia,21ZFX@1506553|Lachnoclostridium	21ZFX@1506553|Lachnoclostridium	S	Stage III sporulation protein AB (spore_III_AB)	24MNF@186801|Clostridia	S	Stage III sporulation protein AB	spoIIIAB	-	-	ko:K06391	-	-	-	-	ko00000	-	-	-	Spore_III_AB
DBPAGJON_00456	411902.CLOBOL_03185	1.8e-24	117.9	2E555@1|root,32ZY3@2|Bacteria,1VEM4@1239|Firmicutes,24QNR@186801|Clostridia,221A2@1506553|Lachnoclostridium	221A2@1506553|Lachnoclostridium	S	stage III sporulation protein AC	24QNR@186801|Clostridia	S	Stage III sporulation protein AC	spoIIIAC	-	-	ko:K06392	-	-	-	-	ko00000	-	-	-	SpoIIIAC
DBPAGJON_00457	610130.Closa_3249	4.4e-38	164.1	2CPUI@1|root,32SJW@2|Bacteria,1VA9Y@1239|Firmicutes,24NK6@186801|Clostridia,220G2@1506553|Lachnoclostridium	220G2@1506553|Lachnoclostridium	S	Stage III sporulation protein AD	24NK6@186801|Clostridia	S	Stage III sporulation protein AD	spoIIIAD	-	-	ko:K06393	-	-	-	-	ko00000	-	-	-	SpoIIIAC
DBPAGJON_00458	1298920.KI911353_gene3743	2.1e-76	293.1	2C2CG@1|root,2Z7PW@2|Bacteria,1TQQ2@1239|Firmicutes,24AH2@186801|Clostridia,21Y6I@1506553|Lachnoclostridium	21Y6I@1506553|Lachnoclostridium	S	Stage III sporulation protein AE (spore_III_AE)	24AH2@186801|Clostridia	S	stage III sporulation protein AE	spoIIIAE	-	-	ko:K06394	-	-	-	-	ko00000	-	-	-	Spore_III_AE
DBPAGJON_00459	1298920.KI911353_gene3742	1.3e-28	133.3	2E7KE@1|root,3322G@2|Bacteria,1VKPT@1239|Firmicutes,24JH5@186801|Clostridia,2243U@1506553|Lachnoclostridium	2243U@1506553|Lachnoclostridium	S	Stage III sporulation protein AF (Spore_III_AF)	24JH5@186801|Clostridia	S	Stage III sporulation protein AF (Spore_III_AF)	-	-	-	ko:K06395	-	-	-	-	ko00000	-	-	-	Spore_III_AF
DBPAGJON_00460	742733.HMPREF9469_01422	3.8e-36	157.9	2E6BB@1|root,330Z5@2|Bacteria,1VF3M@1239|Firmicutes,24RAX@186801|Clostridia,21ZD3@1506553|Lachnoclostridium	21ZD3@1506553|Lachnoclostridium	S	Stage III sporulation protein AG	24RAX@186801|Clostridia	S	Stage III sporulation protein AG	spoIIIAG	-	-	ko:K06396	-	-	-	-	ko00000	-	-	-	Spore_III_AF,YscJ_FliF,hGDE_central
DBPAGJON_00461	585394.RHOM_14030	4.6e-66	258.5	COG0582@1|root,COG0582@2|Bacteria,1TSN5@1239|Firmicutes,248E3@186801|Clostridia	248E3@186801|Clostridia	L	Belongs to the 'phage' integrase family	248E3@186801|Clostridia	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_3,Phage_integrase
DBPAGJON_00462	1304866.K413DRAFT_4757	2.1e-21	109.4	2DC40@1|root,2ZCTG@2|Bacteria,1W2CM@1239|Firmicutes,24Q94@186801|Clostridia,36M29@31979|Clostridiaceae	36M29@31979|Clostridiaceae	S	cell wall binding	24Q94@186801|Clostridia	S	cell wall binding	-	-	-	-	-	-	-	-	-	-	-	-	CW_binding_1
DBPAGJON_00463	1235802.C823_04751	1.9e-29	135.6	COG2856@1|root,COG2856@2|Bacteria,1VEWS@1239|Firmicutes,24R47@186801|Clostridia	24R47@186801|Clostridia	E	IrrE N-terminal-like domain	24R47@186801|Clostridia	E	IrrE N-terminal-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF955,Peptidase_M78
DBPAGJON_00464	411459.RUMOBE_00961	1.3e-35	156.0	COG3093@1|root,COG3093@2|Bacteria,1UK36@1239|Firmicutes,25FHS@186801|Clostridia,3Y0V6@572511|Blautia	3Y0V6@572511|Blautia	K	Bacteriophage CI repressor helix-turn-helix domain	25FHS@186801|Clostridia	K	Bacteriophage CI repressor helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_26,HTH_3,HTH_31,Phage_CI_repr
DBPAGJON_00465	1304866.K413DRAFT_0833	8.8e-16	89.0	2DGIV@1|root,2ZW68@2|Bacteria,1W3UH@1239|Firmicutes,24XAI@186801|Clostridia	24XAI@186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	24XAI@186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_19,HTH_26,HTH_3
DBPAGJON_00473	742740.HMPREF9474_03486	1.2e-83	316.2	COG5377@1|root,COG5377@2|Bacteria	COG5377@2|Bacteria	L	YqaJ viral recombinase family	COG5377@2|Bacteria	L	YqaJ viral recombinase family	yqaJ	-	-	-	-	-	-	-	-	-	-	-	Rho_N,YqaJ
DBPAGJON_00474	742740.HMPREF9474_03487	6.3e-88	330.9	2DI7K@1|root,3029C@2|Bacteria,1V5RR@1239|Firmicutes,25HR1@186801|Clostridia,22134@1506553|Lachnoclostridium	22134@1506553|Lachnoclostridium	S	Protein of unknown function (DUF1351)	25HR1@186801|Clostridia	S	Protein of unknown function (DUF1351)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1351
DBPAGJON_00475	536233.CLO_0507	5.4e-25	120.6	COG3723@1|root,COG3723@2|Bacteria,1V3B6@1239|Firmicutes,24HHQ@186801|Clostridia,36K5I@31979|Clostridiaceae	36K5I@31979|Clostridiaceae	L	Phage recombination protein Bet	24HHQ@186801|Clostridia	L	Phage recombination protein Bet	bet	-	-	-	-	-	-	-	-	-	-	-	RecT
DBPAGJON_00476	86416.Clopa_4307	1e-20	106.3	COG3723@1|root,COG3723@2|Bacteria,1V3B6@1239|Firmicutes,24HHQ@186801|Clostridia,36K5I@31979|Clostridiaceae	36K5I@31979|Clostridiaceae	L	Phage recombination protein Bet	24HHQ@186801|Clostridia	L	Phage recombination protein Bet	bet	-	-	-	-	-	-	-	-	-	-	-	RecT
DBPAGJON_00477	1391647.AVSV01000003_gene1792	6.4e-09	67.4	2BZYB@1|root,331KR@2|Bacteria,1VFNJ@1239|Firmicutes,24HCE@186801|Clostridia,36J1A@31979|Clostridiaceae	36J1A@31979|Clostridiaceae	S	replication terminator protein, phage associated	24HCE@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00478	742740.HMPREF9474_03490	5.7e-81	307.8	28PQ6@1|root,2ZCCB@2|Bacteria,1V1NK@1239|Firmicutes,24F19@186801|Clostridia,222WP@1506553|Lachnoclostridium	222WP@1506553|Lachnoclostridium	-	-	24F19@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00479	1123058.KB894219_gene165	1.4e-15	90.1	COG3935@1|root,COG3935@2|Bacteria,4NX0Z@976|Bacteroidetes	4NX0Z@976|Bacteroidetes	L	COG NOG19076 non supervised orthologous group	4NX0Z@976|Bacteroidetes	L	COG NOG19076 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4373
DBPAGJON_00481	742740.HMPREF9474_03494	3e-47	196.1	2EAE3@1|root,32TDH@2|Bacteria,1VCR5@1239|Firmicutes,24NPW@186801|Clostridia,221F5@1506553|Lachnoclostridium	221F5@1506553|Lachnoclostridium	-	-	24NPW@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00482	610130.Closa_0738	1.8e-31	142.1	2CUTW@1|root,32SW4@2|Bacteria,1VAWF@1239|Firmicutes,24QFC@186801|Clostridia,221DX@1506553|Lachnoclostridium	221DX@1506553|Lachnoclostridium	S	Psort location Cytoplasmic, score 8.87	24QFC@186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00484	642492.Clole_2799	1.6e-42	179.9	COG3617@1|root,COG3646@1|root,COG3617@2|Bacteria,COG3646@2|Bacteria,1VNW2@1239|Firmicutes,24M7P@186801|Clostridia	24M7P@186801|Clostridia	K	Prophage antirepressor	24M7P@186801|Clostridia	K	Prophage antirepressor	-	-	-	-	-	-	-	-	-	-	-	-	Bro-N,HTH_17,ORF6C
DBPAGJON_00489	1298920.KI911353_gene4857	8.2e-53	213.4	COG3728@1|root,COG3728@2|Bacteria,1VCDW@1239|Firmicutes,25CX1@186801|Clostridia,2238Z@1506553|Lachnoclostridium	2238Z@1506553|Lachnoclostridium	L	Terminase small subunit	25CX1@186801|Clostridia	L	Terminase small subunit	-	-	-	ko:K07474	-	-	-	-	ko00000	-	-	-	Terminase_2
DBPAGJON_00490	1304866.K413DRAFT_0811	7.5e-226	789.6	COG1783@1|root,COG1783@2|Bacteria,1UZSU@1239|Firmicutes,25CWX@186801|Clostridia,36FD8@31979|Clostridiaceae	36FD8@31979|Clostridiaceae	S	Phage terminase, large subunit, PBSX family	25CWX@186801|Clostridia	S	Phage terminase, large subunit, PBSX family	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_3,Terminase_6
DBPAGJON_00491	742740.HMPREF9474_03501	1.5e-214	752.3	2DB9Q@1|root,2Z7Y9@2|Bacteria,1TRTY@1239|Firmicutes,24ANQ@186801|Clostridia,221T2@1506553|Lachnoclostridium	221T2@1506553|Lachnoclostridium	-	-	24ANQ@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Phage_prot_Gp6
DBPAGJON_00492	742740.HMPREF9474_03502	7.4e-21	106.3	2EAUD@1|root,334W1@2|Bacteria,1VISF@1239|Firmicutes,24TKP@186801|Clostridia	24TKP@186801|Clostridia	-	-	24TKP@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00493	742740.HMPREF9474_03503	2.4e-138	499.2	COG2369@1|root,COG2369@2|Bacteria,1UWB5@1239|Firmicutes,25JJT@186801|Clostridia,222WU@1506553|Lachnoclostridium	222WU@1506553|Lachnoclostridium	S	Phage minor capsid protein 2	25JJT@186801|Clostridia	S	Phage minor capsid protein 2	-	-	-	-	-	-	-	-	-	-	-	-	Ntox50,Phage_min_cap2
DBPAGJON_00495	742740.HMPREF9474_03504	2.9e-50	205.3	29H3I@1|root,303ZS@2|Bacteria,1TUKU@1239|Firmicutes,25PGM@186801|Clostridia,222W5@1506553|Lachnoclostridium	222W5@1506553|Lachnoclostridium	-	-	25PGM@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00496	663278.Ethha_1589	1.7e-107	396.0	2CGZW@1|root,2Z7Z5@2|Bacteria,1UVRJ@1239|Firmicutes,24AW4@186801|Clostridia,3WSER@541000|Ruminococcaceae	3WSER@541000|Ruminococcaceae	-	-	24AW4@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00497	1298920.KI911353_gene4848	1.1e-52	212.6	2BVG1@1|root,32QV3@2|Bacteria,1V7ZP@1239|Firmicutes,24K5D@186801|Clostridia,222XF@1506553|Lachnoclostridium	222XF@1506553|Lachnoclostridium	-	-	24K5D@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00498	742740.HMPREF9474_03508	5.5e-45	186.8	2DRD5@1|root,32UQW@2|Bacteria,1VDZ1@1239|Firmicutes,24P34@186801|Clostridia,223E6@1506553|Lachnoclostridium	223E6@1506553|Lachnoclostridium	-	-	24P34@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00499	742740.HMPREF9474_03509	6.4e-50	203.4	2CEQV@1|root,32S0A@2|Bacteria,1VBZ1@1239|Firmicutes,25D42@186801|Clostridia	25D42@186801|Clostridia	-	-	25D42@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00500	742740.HMPREF9474_03510	6.4e-40	170.2	2EAWI@1|root,334XS@2|Bacteria,1VDMB@1239|Firmicutes,25D2B@186801|Clostridia	25D2B@186801|Clostridia	-	-	25D2B@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00501	742740.HMPREF9474_03511	1.5e-42	179.1	COG5492@1|root,COG5492@2|Bacteria,1UHV3@1239|Firmicutes,25E3S@186801|Clostridia	25E3S@186801|Clostridia	N	domain, Protein	25E3S@186801|Clostridia	N	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	Big_5
DBPAGJON_00502	742740.HMPREF9474_03512	6.5e-26	123.2	2E9HP@1|root,333QS@2|Bacteria,1VJM6@1239|Firmicutes,24TQB@186801|Clostridia	24TQB@186801|Clostridia	-	-	24TQB@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00503	742740.HMPREF9474_03514	1.1e-215	757.3	COG3941@1|root,COG5412@1|root,COG3941@2|Bacteria,COG5412@2|Bacteria,1TQDE@1239|Firmicutes,249I0@186801|Clostridia,221RG@1506553|Lachnoclostridium	221RG@1506553|Lachnoclostridium	S	tape measure	249I0@186801|Clostridia	E	tape measure	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00504	742740.HMPREF9474_03515	8.8e-60	236.1	29UFM@1|root,30FSH@2|Bacteria,1UEJK@1239|Firmicutes,25JHH@186801|Clostridia,222QJ@1506553|Lachnoclostridium	222QJ@1506553|Lachnoclostridium	-	-	25JHH@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00505	742740.HMPREF9474_03516	3.1e-293	1014.2	28J15@1|root,2Z8Y6@2|Bacteria,1TQ77@1239|Firmicutes,2497P@186801|Clostridia,221MC@1506553|Lachnoclostridium	221MC@1506553|Lachnoclostridium	-	-	2497P@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00506	1298920.KI911353_gene4838	4.6e-59	233.8	2EUCG@1|root,33MUW@2|Bacteria,1VMY0@1239|Firmicutes,24PYR@186801|Clostridia,222UH@1506553|Lachnoclostridium	222UH@1506553|Lachnoclostridium	-	-	24PYR@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00507	742740.HMPREF9474_03518	1.2e-47	196.1	29XCH@1|root,30J2A@2|Bacteria,1UE8M@1239|Firmicutes,25J3U@186801|Clostridia,220UV@1506553|Lachnoclostridium	220UV@1506553|Lachnoclostridium	-	-	25J3U@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00508	1298920.KI911353_gene4836	4.6e-50	205.7	COG0419@1|root,COG0419@2|Bacteria,1UMXR@1239|Firmicutes,25GS5@186801|Clostridia,221FF@1506553|Lachnoclostridium	221FF@1506553|Lachnoclostridium	L	ATPase involved in DNA repair	25GS5@186801|Clostridia	L	ATPase involved in DNA repair	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00509	1298920.KI911353_gene4835	1.5e-28	132.1	2FCB2@1|root,30G5K@2|Bacteria,1W11Q@1239|Firmicutes,25K8Q@186801|Clostridia,223ED@1506553|Lachnoclostridium	223ED@1506553|Lachnoclostridium	-	-	25K8Q@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00512	657322.FPR_27220	4.3e-21	107.5	2DMRF@1|root,32T6H@2|Bacteria,1VDD8@1239|Firmicutes,24P5Z@186801|Clostridia	24P5Z@186801|Clostridia	-	-	24P5Z@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_00513	742740.HMPREF9474_03522	2.4e-19	101.3	2E30X@1|root,32Y1D@2|Bacteria,1VFC0@1239|Firmicutes,24T22@186801|Clostridia	24T22@186801|Clostridia	S	Psort location CytoplasmicMembrane, score	24T22@186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	Phage_holin_5_2
